country,cause,year,total,,,,
Mexico,Diseases of the circulatory system,2015,323.5,,,,
Mexico,Transport Accidents,2015,15.9,,,,
Mexico,Mental and behavioural disorders,2015,8.4,,,,
Mexico,Acute myocardial infarction,2015,154.7,,,,
Mexico,Accidental poisoning,2015,1.2,,,,
Mexico,Diseases of the musculoskeletal system and connective tissue,2015,7.7,,,,
Mexico,Accidents,2015,40.6,,,,
Mexico,Neoplasms,2015,137.6,,,,
Mexico,Parkinson's disease,2015,3.1,,,,
Mexico,HIV-AIDS,2015,4.3,,,,
Mexico,External causes of mortality,2015,69.2,,,,
Mexico,Intentional self-harm,2015,5.5,,,,
Mexico,Assault,2015,18.3,,,,
Mexico,Malignant neoplasms,2015,128.5,,,,
Mexico,Tuberculosis,2015,3,,,,
Mexico,Alzheimer's disease,2015,3.4,,,,
Mexico,Malignant melanoma of skin,2015,1.1,,,,
Mexico,Influenza,2015,0.1,,,,
Mexico,Dementia,2015,3.2,,,,
Mexico,Diabetes mellitus,2015,170.9,,,,
Mexico,Malignant neoplasms of stomach,2015,10,,,,
Mexico,Diseases of the skin and subcutaneous tissue,2015,5.4,,,,
Mexico,Diseases of the digestive system,2015,100.7,,,,
Mexico,Hodgkin’s disease,2015,0.7,,,,
Mexico,"Congenital malformations, deformations and chromosomal abnormalities",2015,5.8,,,,
Mexico,Cerebrovascular diseases,2015,65.9,,,,
Mexico,Accidental falls,2015,3.8,,,,
Mexico,Certain infectious and parasitic diseases,2015,20.9,,,,
Mexico,Malignant neoplasms of liver,2015,11.1,,,,
Mexico,"Malignant neoplasms of trachea, bronchus, lung",2015,12.2,,,,
Mexico,Diseases of the respiratory system,2015,107.5,,,,
Mexico,"Malignant neoplasms of colon, rectum and anus",2015,9.6,,,,
Mexico,Chronic liver diseases and cirrhosis,2015,38.8,,,,
Mexico,"Symptoms, signs, ill-defined causes",2015,21.5,,,,
Mexico,Malignant neoplasms of pancreas,2015,7.1,,,,
Mexico,Total,2015,1079.7,,,,
Mexico,Chronic obstructive pulmonary diseases,2016,55.8,,,,
Mexico,Leukemia,2016,5.1,,,,
Mexico,Asthma,2016,2.3,,,,
Mexico,Certain conditions originating in the perinatal period,2016,6.6,,,,
Mexico,Diseases of the blood and blood-forming organs,2016,7.7,,,,
Mexico,"Endocrine, nutritional and metabolic diseases",2016,206.1,,,,
Mexico,Diseases of the nervous system,2016,16.5,,,,
Mexico,Pneumonia,2016,35.9,,,,
Mexico,Ischaemic heart diseases,2016,184.7,,,,
Mexico,Malignant neoplasms of bladder,2016,2.2,,,,
Mexico,Peptic ulcer,2016,5.1,,,,
Mexico,Diseases of the genitourinary system,2016,39.3,,,,
Mexico,Diseases of the circulatory system,2016,328.8,,,,
Mexico,Transport Accidents,2016,16,,,,
Mexico,Mental and behavioural disorders,2016,7,,,,
Mexico,Acute myocardial infarction,2016,168.9,,,,
Mexico,Accidental poisoning,2016,1.1,,,,
Mexico,Diseases of the musculoskeletal system and connective tissue,2016,7.7,,,,
Mexico,Accidents,2016,40.4,,,,
Mexico,Neoplasms,2016,139.4,,,,
Mexico,Parkinson's disease,2016,3,,,,
Mexico,HIV-AIDS,2016,4.1,,,,
Mexico,External causes of mortality,2016,72.5,,,,
Mexico,Intentional self-harm,2016,5.4,,,,
Mexico,Assault,2016,21.6,,,,
Mexico,Malignant neoplasms,2016,130,,,,
Mexico,Tuberculosis,2016,2.8,,,,
Mexico,Alzheimer's disease,2016,3.6,,,,
Mexico,Malignant melanoma of skin,2016,1.1,,,,
Mexico,Influenza,2016,0.3,,,,
Mexico,Dementia,2016,3,,,,
Mexico,Diabetes mellitus,2016,176.5,,,,
Mexico,Malignant neoplasms of stomach,2016,10.1,,,,
Mexico,Diseases of the skin and subcutaneous tissue,2016,5.2,,,,
Mexico,Diseases of the digestive system,2016,103.5,,,,
Mexico,Hodgkin’s disease,2016,0.8,,,,
Mexico,"Congenital malformations, deformations and chromosomal abnormalities",2016,5.5,,,,
Mexico,Cerebrovascular diseases,2016,65.1,,,,
Mexico,Accidental falls,2016,3.6,,,,
Mexico,Certain infectious and parasitic diseases,2016,20.1,,,,
Mexico,Malignant neoplasms of liver,2016,11.1,,,,
Mexico,"Malignant neoplasms of trachea, bronchus, lung",2016,12.1,,,,
Mexico,Diseases of the respiratory system,2016,110.5,,,,
Mexico,"Malignant neoplasms of colon, rectum and anus",2016,9.7,,,,
Mexico,Chronic liver diseases and cirrhosis,2016,41.4,,,,
Mexico,"Symptoms, signs, ill-defined causes",2016,18.4,,,,
Mexico,Malignant neoplasms of pancreas,2016,7,,,,
Mexico,Total,2016,1095.3,,,,
Mexico,Chronic obstructive pulmonary diseases,2017,53.3,,,,
Mexico,Leukemia,2017,5.1,,,,
Mexico,Asthma,2017,2,,,,
Mexico,Certain conditions originating in the perinatal period,2017,6.9,,,,
Mexico,Diseases of the blood and blood-forming organs,2017,7.3,,,,
Mexico,"Endocrine, nutritional and metabolic diseases",2017,201.1,,,,
Mexico,Diseases of the nervous system,2017,16.6,,,,
Mexico,Pneumonia,2017,36.1,,,,
Mexico,Ischaemic heart diseases,2017,186.5,,,,
Mexico,Malignant neoplasms of bladder,2017,2.1,,,,
Mexico,Peptic ulcer,2017,5,,,,
Mexico,Diseases of the genitourinary system,2017,39.2,,,,
Mexico,Diseases of the circulatory system,2017,328.3,,,,
Mexico,Transport Accidents,2017,15.2,,,,
Mexico,Mental and behavioural disorders,2017,6.3,,,,
Mexico,Acute myocardial infarction,2017,170.6,,,,
Mexico,Accidental poisoning,2017,1,,,,
Mexico,Diseases of the musculoskeletal system and connective tissue,2017,7.6,,,,
Mexico,Parkinson's disease,2017,3,,,,
Mexico,Accidents,2017,38,,,,
Mexico,Neoplasms,2017,137.5,,,,
Mexico,HIV-AIDS,2017,4.1,,,,
Mexico,External causes of mortality,2017,76.5,,,,
Mexico,Intentional self-harm,2017,5.5,,,,
Mexico,Assault,2017,26.9,,,,
Mexico,Malignant neoplasms,2017,127.8,,,,
Mexico,Tuberculosis,2017,2.7,,,,
Mexico,Alzheimer's disease,2017,3.8,,,,
Mexico,Malignant melanoma of skin,2017,1.1,,,,
Mexico,Influenza,2017,0.3,,,,
Mexico,Dementia,2017,2.5,,,,
Mexico,Diabetes mellitus,2017,172.7,,,,
Mexico,Malignant neoplasms of stomach,2017,9.7,,,,
Mexico,Diseases of the skin and subcutaneous tissue,2017,5.1,,,,
Mexico,Diseases of the digestive system,2017,100.8,,,,
Mexico,Hodgkin’s disease,2017,0.8,,,,
Mexico,"Congenital malformations, deformations and chromosomal abnormalities",2017,5.6,,,,
Mexico,Cerebrovascular diseases,2017,63.7,,,,
Mexico,Accidental falls,2017,3.2,,,,
Mexico,Certain infectious and parasitic diseases,2017,19.5,,,,
Mexico,Malignant neoplasms of liver,2017,11,,,,
Mexico,"Malignant neoplasms of trachea, bronchus, lung",2017,11.7,,,,
Mexico,Diseases of the respiratory system,2017,107.1,,,,
Mexico,"Malignant neoplasms of colon, rectum and anus",2017,10,,,,
Mexico,Chronic liver diseases and cirrhosis,2017,39.8,,,,
Mexico,"Symptoms, signs, ill-defined causes",2017,18.1,,,,
Mexico,Malignant neoplasms of pancreas,2017,7.2,,,,
Mexico,Total,2017,1084.2,,,,
Mexico,Chronic obstructive pulmonary diseases,2018,51.5,,,,
Mexico,Leukemia,2018,5,,,,
Mexico,Asthma,2018,1.8,,,,
Mexico,Certain conditions originating in the perinatal period,2018,6.4,,,,
Mexico,Diseases of the blood and blood-forming organs,2018,6.9,,,,
Mexico,"Endocrine, nutritional and metabolic diseases",2018,184.4,,,,
Mexico,Diseases of the nervous system,2018,17.1,,,,
Mexico,Pneumonia,2018,45.9,,,,
Mexico,Ischaemic heart diseases,2018,192.4,,,,
Mexico,Malignant neoplasms of bladder,2018,2,,,,
Mexico,Peptic ulcer,2018,4.7,,,,
Mexico,Diseases of the genitourinary system,2018,40.4,,,,
Mexico,Diseases of the circulatory system,2018,331.7,,,,
Mexico,Transport Accidents,2018,14.6,,,,
Mexico,Mental and behavioural disorders,2018,6.7,,,,
Mexico,Acute myocardial infarction,2018,177.8,,,,
Mexico,Accidental poisoning,2018,1,,,,
Mexico,Diseases of the musculoskeletal system and connective tissue,2018,7.4,,,,
Mexico,Parkinson's disease,2018,2.9,,,,
Mexico,Accidents,2018,35.6,,,,
Mexico,Neoplasms,2018,135.9,,,,
Mexico,HIV-AIDS,2018,4.3,,,,
Mexico,External causes of mortality,2018,77.5,,,,
Mexico,Intentional self-harm,2018,5.6,,,,
Mexico,Assault,2018,30.5,,,,
Mexico,Malignant neoplasms,2018,126.2,,,,
Mexico,Alzheimer's disease,2018,4.1,,,,
Mexico,Tuberculosis,2018,2.5,,,,
Mexico,Malignant melanoma of skin,2018,1.2,,,,
Mexico,Influenza,2018,0.3,,,,
Mexico,Dementia,2018,2.8,,,,
Mexico,Diabetes mellitus,2018,157.9,,,,
Mexico,Malignant neoplasms of stomach,2018,9.4,,,,
Mexico,Diseases of the skin and subcutaneous tissue,2018,6.4,,,,
Mexico,Diseases of the digestive system,2018,98.9,,,,
Mexico,Hodgkin’s disease,2018,0.8,,,,
Mexico,"Congenital malformations, deformations and chromosomal abnormalities",2018,5.5,,,,
Mexico,Cerebrovascular diseases,2018,61.3,,,,
Mexico,Accidental falls,2018,3,,,,
Mexico,Certain infectious and parasitic diseases,2018,22.2,,,,
Mexico,Malignant neoplasms of liver,2018,10.4,,,,
Mexico,"Malignant neoplasms of trachea, bronchus, lung",2018,11.1,,,,
Mexico,Diseases of the respiratory system,2018,115.3,,,,
Mexico,"Malignant neoplasms of colon, rectum and anus",2018,9.8,,,,
Mexico,Chronic liver diseases and cirrhosis,2018,38.5,,,,
Mexico,"Symptoms, signs, ill-defined causes",2018,16.4,,,,
Mexico,Malignant neoplasms of pancreas,2018,7.1,,,,
Mexico,Total,2018,1079.7,,,,
Mexico,Chronic obstructive pulmonary diseases,2019,50.5,,,,
Mexico,Leukemia,2019,5.1,,,,
Mexico,Asthma,2019,1.7,,,,
Mexico,Certain conditions originating in the perinatal period,2019,6.2,,,,
Mexico,Diseases of the blood and blood-forming organs,2019,7.3,,,,
Mexico,"Endocrine, nutritional and metabolic diseases",2019,183.2,,,,
Mexico,Diseases of the nervous system,2019,17.5,,,,
Mexico,Pneumonia,2019,48,,,,
Mexico,Ischaemic heart diseases,2019,194.7,,,,
Mexico,Malignant neoplasms of bladder,2019,2,,,,
Mexico,Peptic ulcer,2019,4.6,,,,
Mexico,Diseases of the genitourinary system,2019,41.6,,,,
Mexico,Diseases of the circulatory system,2019,331.8,,,,
Mexico,Transport Accidents,2019,13.6,,,,
Mexico,Mental and behavioural disorders,2019,6.9,,,,
Mexico,Acute myocardial infarction,2019,180,,,,
Mexico,Accidental poisoning,2019,1,,,,
Mexico,Diseases of the musculoskeletal system and connective tissue,2019,7.6,,,,
Mexico,Parkinson's disease,2019,3.1,,,,
Mexico,Accidents,2019,34,,,,
Mexico,Neoplasms,2019,136.8,,,,
Mexico,HIV-AIDS,2019,4.5,,,,
Mexico,External causes of mortality,2019,75.5,,,,
Mexico,Intentional self-harm,2019,5.8,,,,
Mexico,Assault,2019,29.2,,,,
Mexico,Malignant neoplasms,2019,126.4,,,,
Mexico,Alzheimer's disease,2019,4.2,,,,
Mexico,Tuberculosis,2019,2.7,,,,
Mexico,Malignant melanoma of skin,2019,1.1,,,,
Mexico,Influenza,2019,0.5,,,,
Mexico,Dementia,2019,3.2,,,,
Mexico,Diabetes mellitus,2019,157.6,,,,
Mexico,Malignant neoplasms of stomach,2019,9.3,,,,
Mexico,Diseases of the skin and subcutaneous tissue,2019,6.5,,,,
Mexico,Diseases of the digestive system,2019,100,,,,
Mexico,Hodgkin’s disease,2019,0.8,,,,
Mexico,"Congenital malformations, deformations and chromosomal abnormalities",2019,5.5,,,,
Mexico,Cerebrovascular diseases,2019,59.1,,,,
Mexico,Accidental falls,2019,2.8,,,,
Mexico,Certain infectious and parasitic diseases,2019,23.6,,,,
Mexico,Malignant neoplasms of liver,2019,10.6,,,,
Mexico,"Malignant neoplasms of trachea, bronchus, lung",2019,10.8,,,,
Mexico,Diseases of the respiratory system,2019,117,,,,
Mexico,"Malignant neoplasms of colon, rectum and anus",2019,10.2,,,,
Mexico,Chronic liver diseases and cirrhosis,2019,38.4,,,,
Mexico,"Symptoms, signs, ill-defined causes",2019,17.2,,,,
Mexico,Malignant neoplasms of pancreas,2019,7,,,,
Mexico,Total,2019,1085,,,,
Mexico,Chronic obstructive pulmonary diseases,2020,45.3,,,,
Mexico,Leukemia,2020,4.8,,,,
Mexico,Asthma,2020,2.1,,,,
Mexico,Codes for special purposes: COVID-19,2020,271.2,,,,
Mexico,Certain conditions originating in the perinatal period,2020,5.4,,,,
Mexico,Diseases of the blood and blood-forming organs,2020,7.9,,,,
Mexico,"Endocrine, nutritional and metabolic diseases",2020,251.2,,,,
Mexico,Diseases of the nervous system,2020,17,,,,
Mexico,Pneumonia,2020,81.4,,,,
Mexico,Ischaemic heart diseases,2020,277.8,,,,
Mexico,Malignant neoplasms of bladder,2020,2,,,,
Mexico,Peptic ulcer,2020,5.6,,,,
Mexico,Diseases of the genitourinary system,2020,40.3,,,,
Mexico,Diseases of the circulatory system,2020,430.8,,,,
Mexico,Transport Accidents,2020,12.1,,,,
Mexico,Mental and behavioural disorders,2020,7.3,,,,
Mexico,Acute myocardial infarction,2020,260.3,,,,
Mexico,Accidental poisoning,2020,1.4,,,,
Mexico,Diseases of the musculoskeletal system and connective tissue,2020,8.1,,,,
Mexico,Parkinson's disease,2020,3.1,,,,
Mexico,Accidents,2020,31.6,,,,
Mexico,Neoplasms,2020,135.3,,,,
Mexico,HIV-AIDS,2020,3.9,,,,
Mexico,External causes of mortality,2020,73.7,,,,
Mexico,Intentional self-harm,2020,6.3,,,,
Mexico,Assault,2020,30.3,,,,
Mexico,Malignant neoplasms,2020,126.3,,,,
Mexico,Alzheimer's disease,2020,4.2,,,,
Mexico,Tuberculosis,2020,2.4,,,,
Mexico,Malignant melanoma of skin,2020,1,,,,
Mexico,Influenza,2020,0.4,,,,
Mexico,Dementia,2020,3,,,,
Mexico,Diabetes mellitus,2020,221,,,,
Mexico,Malignant neoplasms of stomach,2020,9.4,,,,
Mexico,Diseases of the skin and subcutaneous tissue,2020,4.9,,,,
Mexico,Diseases of the digestive system,2020,96.8,,,,
Mexico,Hodgkin’s disease,2020,0.8,,,,
Mexico,"Congenital malformations, deformations and chromosomal abnormalities",2020,5.1,,,,
Mexico,Cerebrovascular diseases,2020,60.6,,,,
Mexico,Accidental falls,2020,2.4,,,,
Mexico,Certain infectious and parasitic diseases,2020,21.1,,,,
Mexico,Malignant neoplasms of liver,2020,10.3,,,,
Mexico,"Malignant neoplasms of trachea, bronchus, lung",2020,10.4,,,,
Mexico,Diseases of the respiratory system,2020,146.1,,,,
Mexico,"Malignant neoplasms of colon, rectum and anus",2020,10.5,,,,
Mexico,Chronic liver diseases and cirrhosis,2020,40.3,,,,
Mexico,"Symptoms, signs, ill-defined causes",2020,19.2,,,,
Mexico,Malignant neoplasms of pancreas,2020,7.3,,,,
Mexico,Total,2020,1542.2,,,,
Mexico,Chronic obstructive pulmonary diseases,2021,36.7,,,,
Mexico,Leukemia,2021,4.4,,,,
Mexico,Asthma,2021,1.9,,,,
Mexico,Codes for special purposes: COVID-19,2021,314.2,,,,
Mexico,Certain conditions originating in the perinatal period,2021,5.6,,,,
Mexico,Diseases of the blood and blood-forming organs,2021,8.1,,,,
Mexico,"Endocrine, nutritional and metabolic diseases",2021,229,,,,
Mexico,Diseases of the nervous system,2021,16.2,,,,
Mexico,Pneumonia,2021,74.6,,,,
Mexico,Ischaemic heart diseases,2021,283.1,,,,
Mexico,Malignant neoplasms of bladder,2021,1.8,,,,
Mexico,Peptic ulcer,2021,5.8,,,,
Mexico,Diseases of the genitourinary system,2021,38.6,,,,
Mexico,Diseases of the circulatory system,2021,425.4,,,,
Mexico,Transport Accidents,2021,12.6,,,,
Mexico,Mental and behavioural disorders,2021,7.3,,,,
Mexico,Acute myocardial infarction,2021,263.9,,,,
Mexico,Accidental poisoning,2021,1,,,,
Mexico,Diseases of the musculoskeletal system and connective tissue,2021,7.9,,,,
Mexico,Parkinson's disease,2021,2.8,,,,
Mexico,Accidents,2021,32.5,,,,
Mexico,Neoplasms,2021,130.6,,,,
Mexico,HIV-AIDS,2021,3.8,,,,
Mexico,External causes of mortality,2021,73,,,,
Mexico,Intentional self-harm,2021,6.6,,,,
Mexico,Assault,2021,28.2,,,,
Mexico,Malignant neoplasms,2021,121.1,,,,
Mexico,Alzheimer's disease,2021,3.8,,,,
Mexico,Tuberculosis,2021,2.5,,,,
Mexico,Malignant melanoma of skin,2021,1,,,,
Mexico,Influenza,2021,0.1,,,,
Mexico,Dementia,2021,3.2,,,,
Mexico,Diabetes mellitus,2021,199.2,,,,
Mexico,Malignant neoplasms of stomach,2021,9,,,,
Mexico,Diseases of the skin and subcutaneous tissue,2021,5.6,,,,
Mexico,Diseases of the digestive system,2021,98.4,,,,
Mexico,Hodgkin’s disease,2021,0.8,,,,
Mexico,"Congenital malformations, deformations and chromosomal abnormalities",2021,4.9,,,,
Mexico,Cerebrovascular diseases,2021,58.1,,,,
Mexico,Accidental falls,2021,2.5,,,,
Mexico,Certain infectious and parasitic diseases,2021,21.5,,,,
Mexico,Malignant neoplasms of liver,2021,9.8,,,,
Mexico,"Malignant neoplasms of trachea, bronchus, lung",2021,9.6,,,,
Mexico,Diseases of the respiratory system,2021,128.5,,,,
Mexico,"Malignant neoplasms of colon, rectum and anus",2021,10.4,,,,
Mexico,Chronic liver diseases and cirrhosis,2021,38.9,,,,
Mexico,"Symptoms, signs, ill-defined causes",2021,20.8,,,,
Mexico,Malignant neoplasms of pancreas,2021,7.1,,,,
Mexico,Total,2021,1536.5,,,,
Netherlands,Total,1982,1211.2,,,,
Netherlands,Ischaemic heart diseases,1982,256.2,,,,
Netherlands,Diseases of the digestive system,1982,45.9,,,,
Netherlands,Diseases of the nervous system,1982,18.6,,,,
Netherlands,Malignant neoplasms of pancreas,1982,15.1,,,,
Netherlands,Peptic ulcer,1982,5.8,,,,
Netherlands,Diseases of the genitourinary system,1982,30.1,,,,
Netherlands,Neoplasms,1982,315.9,,,,
Netherlands,Accidents,1982,37.8,,,,
Netherlands,Influenza,1982,1.4,,,,
Netherlands,Pneumonia,1982,39.2,,,,
Netherlands,Diseases of the circulatory system,1982,563.4,,,,
Netherlands,Assault,1982,0.8,,,,
Netherlands,Malignant neoplasms,1982,311.9,,,,
Netherlands,Acute myocardial infarction,1982,207.8,,,,
Netherlands,Leukemia,1982,9.1,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1982,5.8,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1982,4.7,,,,
Netherlands,Intentional self-harm,1982,12.4,,,,
Netherlands,Parkinson's disease,1982,9.3,,,,
Netherlands,Malignant melanoma of skin,1982,2.3,,,,
Netherlands,Dementia,1982,4,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1982,5.5,,,,
Netherlands,Certain infectious and parasitic diseases,1982,6.2,,,,
Netherlands,Mental and behavioural disorders,1982,5,,,,
Netherlands,Malignant neoplasms of stomach,1982,26.6,,,,
Netherlands,Chronic obstructive pulmonary diseases,1982,41.2,,,,
Netherlands,Certain conditions originating in the perinatal period,1982,3.7,,,,
Netherlands,Diabetes mellitus,1982,13.9,,,,
Netherlands,Tuberculosis,1982,0.5,,,,
Netherlands,Accidental falls,1982,19.6,,,,
Netherlands,Transport Accidents,1982,13,,,,
Netherlands,Chronic liver diseases and cirrhosis,1982,7.2,,,,
Netherlands,Cerebrovascular diseases,1982,132.9,,,,
Netherlands,Diseases of the blood and blood-forming organs,1982,3.4,,,,
Netherlands,Malignant neoplasms of bladder,1982,9.8,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1982,42.4,,,,
Netherlands,Accidental poisoning,1982,0.6,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1982,19.3,,,,
Netherlands,Hodgkin’s disease,1982,1.2,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1982,37.9,,,,
Netherlands,External causes of mortality,1982,52.6,,,,
Netherlands,Malignant neoplasms of liver,1982,1.5,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1982,75.1,,,,
Netherlands,Diseases of the respiratory system,1982,88.4,,,,
Netherlands,Total,1983,1200.2,,,,
Netherlands,Ischaemic heart diseases,1983,246.8,,,,
Netherlands,Diseases of the digestive system,1983,45.6,,,,
Netherlands,Diseases of the nervous system,1983,18.2,,,,
Netherlands,Malignant neoplasms of pancreas,1983,15,,,,
Netherlands,Peptic ulcer,1983,5,,,,
Netherlands,Diseases of the genitourinary system,1983,31.2,,,,
Netherlands,Neoplasms,1983,313.8,,,,
Netherlands,Accidents,1983,36.2,,,,
Netherlands,Influenza,1983,2.2,,,,
Netherlands,Pneumonia,1983,36.4,,,,
Netherlands,Diseases of the circulatory system,1983,551.9,,,,
Netherlands,Assault,1983,0.9,,,,
Netherlands,Malignant neoplasms,1983,310.2,,,,
Netherlands,Acute myocardial infarction,1983,197.9,,,,
Netherlands,Leukemia,1983,9.2,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1983,5.6,,,,
Netherlands,Intentional self-harm,1983,13.8,,,,
Netherlands,Parkinson's disease,1983,8.7,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1983,6.3,,,,
Netherlands,Malignant melanoma of skin,1983,2.5,,,,
Netherlands,Dementia,1983,4.8,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1983,5.3,,,,
Netherlands,Certain infectious and parasitic diseases,1983,6.5,,,,
Netherlands,Mental and behavioural disorders,1983,5.9,,,,
Netherlands,Malignant neoplasms of stomach,1983,25,,,,
Netherlands,Chronic obstructive pulmonary diseases,1983,43.4,,,,
Netherlands,Certain conditions originating in the perinatal period,1983,3.7,,,,
Netherlands,Diabetes mellitus,1983,14.2,,,,
Netherlands,Tuberculosis,1983,0.4,,,,
Netherlands,Accidental falls,1983,18,,,,
Netherlands,Transport Accidents,1983,13,,,,
Netherlands,Chronic liver diseases and cirrhosis,1983,6.8,,,,
Netherlands,Cerebrovascular diseases,1983,127.6,,,,
Netherlands,Diseases of the blood and blood-forming organs,1983,3.8,,,,
Netherlands,Malignant neoplasms of bladder,1983,9.7,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1983,40.5,,,,
Netherlands,Accidental poisoning,1983,0.6,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1983,20.4,,,,
Netherlands,HIV-AIDS,1983,0.1,,,,
Netherlands,Hodgkin’s disease,1983,1.2,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1983,38.4,,,,
Netherlands,External causes of mortality,1983,52.9,,,,
Netherlands,Malignant neoplasms of liver,1983,1.6,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1983,73.8,,,,
Netherlands,Diseases of the respiratory system,1983,88.9,,,,
Netherlands,Total,1984,1195.1,,,,
Netherlands,Ischaemic heart diseases,1984,246.3,,,,
Netherlands,Diseases of the digestive system,1984,43.9,,,,
Netherlands,Diseases of the nervous system,1984,18,,,,
Netherlands,Malignant neoplasms of pancreas,1984,15.8,,,,
Netherlands,Peptic ulcer,1984,5,,,,
Netherlands,Diseases of the genitourinary system,1984,29.7,,,,
Netherlands,Neoplasms,1984,314.2,,,,
Netherlands,Accidents,1984,35.1,,,,
Netherlands,Influenza,1984,2.5,,,,
Netherlands,Pneumonia,1984,36.6,,,,
Netherlands,Diseases of the circulatory system,1984,547.9,,,,
Netherlands,Assault,1984,0.9,,,,
Netherlands,Malignant neoplasms,1984,310.7,,,,
Netherlands,Acute myocardial infarction,1984,197.4,,,,
Netherlands,Leukemia,1984,8.4,,,,
Netherlands,Intentional self-harm,1984,13.9,,,,
Netherlands,Parkinson's disease,1984,8.5,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1984,6.5,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1984,5,,,,
Netherlands,Malignant melanoma of skin,1984,2.4,,,,
Netherlands,Dementia,1984,5.2,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1984,5.4,,,,
Netherlands,Certain infectious and parasitic diseases,1984,6.3,,,,
Netherlands,Mental and behavioural disorders,1984,6.1,,,,
Netherlands,Malignant neoplasms of stomach,1984,24.1,,,,
Netherlands,Chronic obstructive pulmonary diseases,1984,44.6,,,,
Netherlands,Certain conditions originating in the perinatal period,1984,3.7,,,,
Netherlands,Diabetes mellitus,1984,17.1,,,,
Netherlands,Tuberculosis,1984,0.3,,,,
Netherlands,Accidental falls,1984,17.7,,,,
Netherlands,Transport Accidents,1984,12.5,,,,
Netherlands,Chronic liver diseases and cirrhosis,1984,6.8,,,,
Netherlands,Cerebrovascular diseases,1984,128.5,,,,
Netherlands,Diseases of the blood and blood-forming organs,1984,3.7,,,,
Netherlands,Malignant neoplasms of bladder,1984,9.8,,,,
Netherlands,"Symptoms, signs, ill-defined causes",1984,37.8,,,,
Netherlands,Accidental poisoning,1984,0.6,,,,
Netherlands,HIV-AIDS,1984,0.1,,,,
Netherlands,"Endocrine, nutritional and metabolic diseases",1984,24.1,,,,
Netherlands,Hodgkin’s disease,1984,1.2,,,,
Netherlands,"Malignant neoplasms of colon, rectum and anus",1984,37.5,,,,
Netherlands,External causes of mortality,1984,51.8,,,,
Netherlands,Malignant neoplasms of liver,1984,1.4,,,,
Netherlands,"Malignant neoplasms of trachea, bronchus, lung",1984,75.5,,,,
Netherlands,Diseases of the respiratory system,1984,91,,,,
Netherlands,Total,1985,1201.9,,,,
Netherlands,Ischaemic heart diseases,1985,247.7,,,,
Netherlands,Diseases of the digestive system,1985,43,,,,
Netherlands,Diseases of the nervous system,1985,20.8,,,,
Netherlands,Malignant neoplasms of pancreas,1985,15.3,,,,
Netherlands,Peptic ulcer,1985,4.6,,,,
Netherlands,Diseases of the genitourinary system,1985,30,,,,
Netherlands,Neoplasms,1985,313.9,,,,
Netherlands,Accidents,1985,31.9,,,,
Netherlands,Influenza,1985,2.2,,,,
Netherlands,Pneumonia,1985,38.1,,,,
Netherlands,Diseases of the circulatory system,1985,547.4,,,,
Netherlands,Assault,1985,0.9,,,,
Netherlands,Malignant neoplasms,1985,310.1,,,,
Netherlands,Acute myocardial infarction,1985,196.8,,,,
Netherlands,Leukemia,1985,8.9,,,,
Netherlands,Intentional self-harm,1985,12.4,,,,
Netherlands,Parkinson's disease,1985,10.6,,,,
Netherlands,Diseases of the musculoskeletal system and connective tissue,1985,6.7,,,,
Netherlands,Diseases of the skin and subcutaneous tissue,1985,5.4,,,,
Netherlands,Malignant melanoma of skin,1985,2.2,,,,
Netherlands,Dementia,1985,6,,,,
Netherlands,"Congenital malformations, deformations and chromosomal abnormalities",1985,5.1,,,,
Netherlands,Certain infectious and parasitic diseases,1985,6.1,,,,
Netherlands,Mental and behavioural disorders,1985,7.3,,,,
Netherlands,Malignant neoplasms of stomach,1985,23.2,,,,
Netherlands,Chronic obstructive pulmonary diseases,1985,48.1,,,,
Netherlands,Certain conditions originating in the perinatal period,1985,3.5,,,,
Netherlands,Diabetes mellitus,1985,23.6,,,,
Netherlands,Tuberculosis,1985,0.4,,,,
Netherlands,Accidental falls,1985,16.4,,,,
Netherlands,Transport Accidents,1985,10.8,,,,
Netherlands,Chronic liver diseases and cirrhosis,1985,6.8,,,,
Netherlands,Cerebrovascular diseases,1985,121.4,,,,
Netherlands,Diseases of the blood and blood-forming organs,1985,3.9,,,,
Netherlands,Malignant neoplasms of bladder,1985,10.8,,,,
